age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heures_supplementaires,augmentation_salaire_precedente,distance_domicile_travail_qcut,tranche_age,ratio_stagnation,ratio_sous_responsable,age_revenu,satisfaction_moyenne,interaction_satisfaction_anciennete,taux_de_formation,heures_supplementaires_binaire,interaction_distance_heures_sup,delta_evaluation,revenu_stable,delta_eval_x_revenu_stable,frequence_deplacement_num,surmenage_transports
26,M,3102,Célibataire,Consulting,Assistant de Direction,0,7,6,4,1,0,2,3,1,Entrepreunariat,Frequent,0,4,3,3,1,1,3,3,4,Non,0.22,moyen_proche,Junior,0.5714285714285714,0.5714285714285714,80652,2.5,15.0,0.2857142857142857,0,0,1,1,1,2,0
22,F,2244,Marié(e),Consulting,Assistant de Direction,1,2,2,1,0,1,1,11,3,Transformation Digitale,Occasionnel,1,2,1,3,1,2,4,3,3,Non,0.13,moyen_loin,Junior,0.3333333333333333,0.6666666666666666,49368,2.5,5.0,0.3333333333333333,0,0,0,1,0,1,0
36,M,7596,Marié(e),Commercial,Cadre Commercial,1,10,10,9,0,2,2,2,2,Transformation Digitale,Occasionnel,9,0,2,2,3,3,2,3,3,Non,0.13,proche,Intermédiaire,0.8181818181818182,0.0,273456,2.5,25.0,0.18181818181818182,0,0,1,0,0,1,0
30,M,2285,Célibataire,Consulting,Assistant de Direction,9,3,1,0,1,0,4,4,3,Entrepreunariat,Frequent,0,0,3,3,1,4,3,3,4,Oui,0.23,moyen_proche,Junior,0.0,0.0,68550,3.25,3.25,2.0,1,4,1,1,1,2,8
37,F,3034,Divorcé(e),Consulting,Consultant,1,18,18,7,0,1,2,14,3,Infra & Cloud,Occasionnel,12,17,4,3,1,1,3,2,3,Non,0.12,moyen_loin,Intermédiaire,0.3684210526315789,0.8947368421052632,112258,2.5,45.0,0.10526315789473684,0,0,0,1,0,1,0
40,F,5715,Divorcé(e),Commercial,Cadre Commercial,7,8,5,4,0,2,5,2,2,Marketing,Occasionnel,1,3,4,3,2,2,3,3,3,Non,0.12,proche,Intermédiaire,0.6666666666666666,0.5,228600,3.0,15.0,0.8333333333333334,0,0,0,0,0,1,0
42,F,2576,Divorcé(e),Consulting,Consultant,3,8,5,2,0,1,5,1,4,Infra & Cloud,Occasionnel,1,2,2,3,1,1,2,3,3,Non,0.16,proche,Intermédiaire,0.3333333333333333,0.3333333333333333,108192,2.0,10.0,0.8333333333333334,0,0,0,1,0,1,0
37,M,4197,Célibataire,Consulting,Tech Lead,2,18,1,0,0,0,2,10,4,Infra & Cloud,Occasionnel,0,1,3,3,2,2,4,2,3,Oui,0.12,moyen_loin,Intermédiaire,0.0,0.5,155289,2.75,2.75,1.0,1,10,0,1,0,1,10
43,M,14336,Divorcé(e),Consulting,Directeur Technique,1,25,25,10,0,1,3,12,3,Infra & Cloud,Occasionnel,3,9,1,2,4,2,3,3,3,Non,0.11,moyen_loin,Intermédiaire,0.38461538461538464,0.34615384615384615,616448,2.25,56.25,0.11538461538461539,0,0,1,0,0,1,0
40,F,3448,Marié(e),Consulting,Consultant,6,20,1,0,0,1,3,2,3,Transformation Digitale,Occasionnel,0,0,2,2,2,3,2,3,4,Non,0.22,proche,Intermédiaire,0.0,0.0,137920,2.5,2.5,1.5,0,0,2,1,2,1,0
54,M,19406,Marié(e),Consulting,Directeur Technique,4,24,4,2,0,1,4,5,2,Transformation Digitale,Occasionnel,1,2,1,3,5,1,3,2,3,Non,0.11,moyen_proche,Senior,0.4,0.4,1047924,1.75,7.0,0.8,0,0,0,0,0,1,0
34,F,6538,Marié(e),Commercial,Cadre Commercial,9,6,3,2,0,1,3,4,4,Marketing,Aucun,1,2,3,3,2,3,1,3,3,Non,0.15,moyen_proche,Junior,0.5,0.5,222292,2.5,7.5,0.75,0,0,0,0,0,0,0
31,F,4306,Marié(e),Consulting,Tech Lead,1,13,13,10,0,1,5,7,2,Transformation Digitale,Occasionnel,3,12,2,3,2,1,2,1,3,Non,0.12,moyen_proche,Junior,0.7142857142857143,0.8571428571428571,133486,1.5,19.5,0.35714285714285715,0,0,0,1,0,1,0
43,M,2258,Marié(e),Consulting,Consultant,7,8,3,2,0,1,1,21,3,Transformation Digitale,Frequent,1,2,4,3,1,4,1,3,4,Non,0.2,loin,Intermédiaire,0.5,0.5,97094,3.0,9.0,0.25,0,0,1,1,1,2,0
43,F,4522,Divorcé(e),Consulting,Manager,4,8,5,2,0,0,3,8,4,Autre,Occasionnel,0,2,3,3,2,3,4,3,3,Oui,0.14,moyen_loin,Intermédiaire,0.3333333333333333,0.3333333333333333,194446,3.25,16.25,0.5,1,8,0,1,0,1,8
25,F,4487,Célibataire,Commercial,Cadre Commercial,1,5,5,4,0,0,3,4,2,Infra & Cloud,Occasionnel,1,3,2,2,2,4,2,3,3,Oui,0.11,moyen_proche,Junior,0.6666666666666666,0.5,112175,2.75,13.75,0.5,1,4,1,1,1,1,4
37,F,4449,Marié(e),Consulting,Assistant de Direction,3,15,13,11,0,2,2,25,5,Transformation Digitale,Aucun,10,7,2,3,2,3,1,3,3,Oui,0.15,loin,Intermédiaire,0.7857142857142857,0.5,164613,2.25,29.25,0.14285714285714285,1,25,0,1,0,0,0
31,M,2218,Marié(e),Consulting,Consultant,1,4,4,2,0,1,3,1,2,Infra & Cloud,Occasionnel,3,2,4,2,1,1,3,3,3,Non,0.12,proche,Junior,0.4,0.4,68758,2.75,11.0,0.6,0,0,1,1,1,1,0
39,M,19197,Divorcé(e),Consulting,Senior Manager,1,21,21,8,0,1,3,1,1,Infra & Cloud,Frequent,1,6,2,3,5,3,3,3,3,Oui,0.14,proche,Intermédiaire,0.36363636363636365,0.2727272727272727,748683,2.75,57.75,0.13636363636363635,1,1,0,0,0,2,2
56,F,13212,Marié(e),Commercial,Cadre Commercial,9,36,7,7,0,3,0,6,3,Infra & Cloud,Frequent,7,7,3,4,4,1,4,2,3,Non,0.11,moyen_proche,Senior,0.875,0.875,739872,2.5,17.5,0.0,0,0,-1,0,0,2,0
30,F,6577,Célibataire,Commercial,Cadre Commercial,0,6,5,4,0,0,6,12,3,Entrepreunariat,Occasionnel,4,4,2,3,2,3,2,3,3,Non,0.11,moyen_loin,Junior,0.6666666666666666,0.6666666666666666,197310,2.5,12.5,1.0,0,0,0,0,0,1,0
41,M,8392,Marié(e),Commercial,Cadre Commercial,1,10,10,7,0,1,2,1,3,Marketing,Occasionnel,0,7,2,4,3,1,3,3,3,Non,0.16,proche,Intermédiaire,0.6363636363636364,0.6363636363636364,344072,2.25,22.5,0.18181818181818182,0,0,-1,0,0,1,0
28,M,4558,Divorcé(e),Consulting,Consultant,1,10,10,0,0,1,2,17,2,Transformation Digitale,Occasionnel,1,8,3,3,2,1,4,3,3,Non,0.12,loin,Junior,0.0,0.7272727272727273,127624,2.75,27.5,0.18181818181818182,0,0,0,1,0,1,0
25,M,4031,Marié(e),Consulting,Consultant,5,6,2,2,1,1,5,3,3,Transformation Digitale,Occasionnel,0,2,1,3,1,1,3,3,3,Non,0.13,moyen_proche,Junior,0.6666666666666666,0.6666666666666666,100775,2.0,4.0,1.6666666666666667,0,0,0,1,0,1,0
52,M,7969,Marié(e),Consulting,Tech Lead,2,28,5,4,0,0,4,3,3,Transformation Digitale,Occasionnel,0,4,4,2,3,3,3,3,3,Oui,0.14,moyen_proche,Senior,0.6666666666666666,0.6666666666666666,414388,3.25,16.25,0.6666666666666666,1,3,1,0,0,1,3
45,M,2654,Marié(e),Consulting,Assistant de Direction,3,8,2,2,0,2,3,10,2,Infra & Cloud,Occasionnel,0,2,1,3,1,4,4,2,4,Non,0.21,moyen_loin,Intermédiaire,0.6666666666666666,0.6666666666666666,119430,2.75,5.5,1.0,0,0,1,1,1,1,0
52,F,16555,Marié(e),Consulting,Senior Manager,2,31,5,2,0,0,2,4,2,Infra & Cloud,Occasionnel,1,4,4,3,4,4,4,1,3,Non,0.13,moyen_proche,Senior,0.3333333333333333,0.6666666666666666,860860,3.25,16.25,0.3333333333333333,0,0,0,0,0,1,0
42,F,4556,Divorcé(e),Consulting,Assistant de Direction,2,19,5,4,0,1,3,29,2,Infra & Cloud,Frequent,0,2,1,3,2,3,2,3,3,Non,0.11,loin,Intermédiaire,0.6666666666666666,0.3333333333333333,191352,2.25,11.25,0.5,0,0,0,1,0,2,0
30,F,6091,Célibataire,Consulting,Tech Lead,2,11,5,4,0,0,2,2,3,Infra & Cloud,Occasionnel,0,2,3,1,2,4,3,3,4,Non,0.2,proche,Junior,0.6666666666666666,0.3333333333333333,182730,3.25,16.25,0.3333333333333333,0,0,3,0,0,1,0
60,F,19566,Marié(e),Consulting,Senior Manager,5,33,29,8,0,0,5,7,3,Infra & Cloud,Occasionnel,11,10,1,3,5,1,4,1,3,Non,0.11,moyen_proche,Senior,0.26666666666666666,0.3333333333333333,1173960,1.75,50.75,0.16666666666666666,0,0,0,0,0,1,0
46,F,4810,Divorcé(e),Consulting,Tech Lead,2,19,10,7,0,1,5,18,3,Transformation Digitale,Occasionnel,0,8,3,3,2,3,3,2,3,Non,0.14,loin,Senior,0.6363636363636364,0.7272727272727273,221260,2.75,27.5,0.45454545454545453,0,0,0,1,0,1,0
42,F,4523,Marié(e),Consulting,Manager,0,7,6,5,0,3,4,28,4,Entrepreunariat,Frequent,0,4,4,2,2,4,4,4,3,Non,0.11,loin,Intermédiaire,0.7142857142857143,0.5714285714285714,189966,4.0,24.0,0.5714285714285714,0,0,1,1,1,2,0
24,F,3202,Célibataire,Commercial,Représentant Commercial,1,6,5,3,1,0,4,1,1,Entrepreunariat,Occasionnel,1,4,1,3,1,2,2,3,3,Oui,0.16,proche,Junior,0.5,0.6666666666666666,76848,2.0,10.0,0.6666666666666666,1,1,0,1,0,1,1
34,F,2351,Divorcé(e),Commercial,Représentant Commercial,0,3,2,2,1,1,3,6,2,Marketing,Frequent,1,0,4,1,1,3,4,2,3,Non,0.16,moyen_proche,Junior,0.6666666666666666,0.0,79934,3.25,6.5,1.0,0,0,2,1,2,2,0
38,M,1702,Marié(e),Consulting,Consultant,1,1,1,0,0,1,3,2,2,Infra & Cloud,Frequent,0,0,4,3,1,4,3,3,4,Oui,0.23,proche,Intermédiaire,0.0,0.0,64676,3.5,3.5,1.5,1,2,1,1,1,2,4
40,F,18041,Marié(e),Commercial,Senior Manager,0,21,20,15,0,0,2,2,4,Infra & Cloud,Occasionnel,1,12,3,3,5,3,4,3,3,Non,0.14,proche,Intermédiaire,0.7142857142857143,0.5714285714285714,721640,3.25,65.0,0.09523809523809523,0,0,0,0,0,1,0
26,F,2886,Divorcé(e),Consulting,Assistant de Direction,1,3,3,2,0,2,3,23,3,Infra & Cloud,Occasionnel,0,2,1,3,1,4,2,1,4,Non,0.22,loin,Junior,0.5,0.5,75036,2.0,6.0,0.75,0,0,1,1,1,1,0
30,M,2097,Marié(e),Consulting,Consultant,4,9,5,3,0,1,3,3,3,Infra & Cloud,Aucun,1,4,3,3,1,4,3,1,3,Non,0.15,moyen_proche,Junior,0.5,0.6666666666666666,62910,2.75,13.75,0.5,0,0,0,1,0,0,0
29,M,11935,Marié(e),Consulting,Directeur Technique,1,10,10,2,0,0,2,3,4,Transformation Digitale,Occasionnel,0,7,2,2,3,3,3,3,3,Non,0.18,moyen_proche,Junior,0.18181818181818182,0.6363636363636364,346115,2.75,27.5,0.18181818181818182,0,0,1,0,0,1,0
29,F,2546,Marié(e),Consulting,Assistant de Direction,5,6,2,2,1,0,2,25,5,Entrepreunariat,Occasionnel,1,1,3,2,1,2,2,4,3,Non,0.16,loin,Junior,0.6666666666666666,0.3333333333333333,73834,2.75,5.5,0.6666666666666666,0,0,1,1,1,1,0
19,M,2564,Célibataire,Ressources Humaines,Ressources Humaines,1,1,1,0,1,0,3,2,2,Entrepreunariat,Occasionnel,0,0,1,2,1,4,3,4,3,Non,0.12,proche,Junior,0.0,0.0,48716,3.0,3.0,1.5,0,0,1,1,1,1,0
30,F,8412,Marié(e),Commercial,Cadre Commercial,0,10,9,8,0,0,3,22,4,Autre,Aucun,7,8,3,3,3,1,3,3,3,Non,0.11,loin,Junior,0.8,0.8,252360,2.5,22.5,0.3,0,0,0,0,0,0,0
57,M,14118,Divorcé(e),Commercial,Senior Manager,3,32,1,0,0,1,3,29,3,Marketing,Occasionnel,0,0,1,2,4,4,3,2,3,Non,0.12,loin,Senior,0.0,0.0,804726,2.5,2.5,1.5,0,0,1,0,0,1,0
50,M,17046,Marié(e),Consulting,Senior Manager,0,28,27,10,0,1,2,29,4,Infra & Cloud,Occasionnel,15,7,2,2,4,3,2,3,3,Non,0.15,loin,Senior,0.35714285714285715,0.25,852300,2.5,67.5,0.07142857142857142,0,0,1,0,0,1,0
30,F,2564,Célibataire,Consulting,Consultant,0,12,11,7,0,0,2,2,3,Transformation Digitale,Aucun,6,7,3,3,1,4,3,2,3,Non,0.14,proche,Junior,0.5833333333333334,0.5833333333333334,76920,3.0,33.0,0.16666666666666666,0,0,0,1,0,0,0
60,F,10266,Marié(e),Commercial,Cadre Commercial,4,22,18,13,0,0,5,28,3,Marketing,Frequent,13,11,3,2,3,1,4,4,3,Non,0.19,loin,Senior,0.6842105263157895,0.5789473684210527,615960,3.0,54.0,0.2631578947368421,0,0,1,0,0,2,0
47,F,5070,Divorcé(e),Consulting,Tech Lead,5,20,5,0,0,3,2,2,2,Transformation Digitale,Occasionnel,0,4,1,3,2,4,3,3,3,Non,0.13,proche,Senior,0.0,0.6666666666666666,238290,2.75,13.75,0.3333333333333333,0,0,0,0,0,1,0
46,M,17861,Marié(e),Consulting,Directeur Technique,6,26,3,2,0,0,2,2,3,Infra & Cloud,Occasionnel,0,1,1,3,4,3,3,1,3,Non,0.13,proche,Senior,0.5,0.25,821606,2.0,6.0,0.5,0,0,0,0,0,1,0
35,M,4230,Célibataire,Consulting,Consultant,0,6,5,4,0,0,2,22,3,Infra & Cloud,Occasionnel,4,3,4,1,1,3,3,3,3,Non,0.15,loin,Intermédiaire,0.6666666666666666,0.5,148050,3.25,16.25,0.3333333333333333,0,0,2,1,2,1,0
54,F,3780,Célibataire,Consulting,Consultant,7,19,1,0,0,0,3,8,4,Infra & Cloud,Occasionnel,0,0,3,3,2,3,3,3,3,Non,0.11,moyen_loin,Senior,0.0,0.0,204120,3.0,3.0,1.5,0,0,0,1,0,1,0
34,M,2768,Divorcé(e),Consulting,Assistant de Direction,3,14,7,3,0,1,3,2,4,Infra & Cloud,Occasionnel,5,7,4,2,1,3,3,3,3,Non,0.12,proche,Junior,0.375,0.875,94112,3.25,22.75,0.375,0,0,1,1,1,1,0
46,F,9071,Marié(e),Commercial,Cadre Commercial,2,15,3,2,0,1,3,10,3,Marketing,Occasionnel,1,2,3,2,3,4,3,3,3,Oui,0.19,moyen_loin,Senior,0.5,0.5,417266,3.25,9.75,0.75,1,10,1,0,0,1,10
31,M,10648,Divorcé(e),Consulting,Tech Lead,1,13,13,8,0,1,6,9,1,Infra & Cloud,Occasionnel,0,8,3,3,3,2,4,4,4,Non,0.25,moyen_loin,Junior,0.5714285714285714,0.5714285714285714,330088,3.25,42.25,0.42857142857142855,0,0,1,0,0,1,0
33,M,13610,Marié(e),Consulting,Senior Manager,7,15,7,6,1,0,2,15,1,Transformation Digitale,Occasionnel,7,7,2,3,3,3,4,4,3,Oui,0.12,loin,Junior,0.75,0.875,449130,3.25,22.75,0.25,1,15,0,0,0,1,15
33,M,3408,Divorcé(e),Consulting,Consultant,7,8,4,3,1,3,2,10,1,Transformation Digitale,Occasionnel,1,3,1,1,1,4,1,3,3,Non,0.13,moyen_loin,Junior,0.6,0.6,112464,2.25,9.0,0.4,0,0,2,1,2,1,0
30,M,2983,Célibataire,Commercial,Représentant Commercial,0,4,3,2,0,0,3,7,1,Marketing,Occasionnel,1,2,4,3,1,2,1,3,3,Non,0.14,moyen_proche,Junior,0.5,0.5,89490,2.5,7.5,0.75,0,0,0,1,0,1,0
35,M,7632,Marié(e),Consulting,Manager,4,10,8,7,0,0,2,16,3,Infra & Cloud,Occasionnel,0,0,4,3,3,3,3,3,3,Oui,0.12,loin,Intermédiaire,0.7777777777777778,0.0,267120,3.25,26.0,0.2222222222222222,1,16,0,0,0,1,16
31,M,9824,Marié(e),Consulting,Manager,3,12,1,0,1,0,2,20,3,Infra & Cloud,Frequent,0,0,1,3,3,3,1,3,3,Non,0.12,loin,Junior,0.0,0.0,304544,2.0,2.0,1.0,0,0,0,0,0,2,0
34,F,9950,Divorcé(e),Ressources Humaines,Ressources Humaines,9,11,3,2,1,3,2,23,3,Ressources Humaines,Frequent,0,2,2,3,3,1,3,3,3,Oui,0.15,loin,Junior,0.5,0.5,338300,2.25,6.75,0.5,1,23,0,0,0,2,46
42,M,2093,Marié(e),Consulting,Consultant,4,8,2,2,0,1,4,5,2,Autre,Frequent,2,0,2,3,1,3,4,3,3,Non,0.17,moyen_proche,Intermédiaire,0.6666666666666666,0.0,87906,3.0,6.0,1.3333333333333333,0,0,0,1,0,2,0
36,M,9980,Célibataire,Commercial,Cadre Commercial,1,10,10,3,0,0,3,10,4,Transformation Digitale,Aucun,9,7,2,3,3,4,4,2,3,Non,0.14,moyen_loin,Intermédiaire,0.2727272727272727,0.6363636363636364,359280,3.0,30.0,0.2727272727272727,0,0,0,0,0,0,0
22,M,3894,Célibataire,Consulting,Consultant,5,4,2,2,1,0,3,4,1,Entrepreunariat,Frequent,1,2,3,2,1,3,3,3,3,Non,0.16,moyen_proche,Junior,0.6666666666666666,0.6666666666666666,85668,3.0,6.0,1.0,0,0,1,1,1,2,0
48,F,4051,Marié(e),Commercial,Cadre Commercial,2,14,9,7,0,1,2,2,5,Marketing,Occasionnel,6,7,2,3,2,4,1,3,3,Non,0.14,proche,Senior,0.7,0.7,194448,2.5,22.5,0.2,0,0,0,1,0,1,0
55,F,16835,Célibataire,Commercial,Senior Manager,3,37,10,9,0,0,2,18,5,Infra & Cloud,Occasionnel,7,7,1,3,4,2,4,3,4,Non,0.23,loin,Senior,0.8181818181818182,0.6363636363636364,925925,2.5,25.0,0.18181818181818182,0,0,1,0,0,1,0
41,M,6230,Célibataire,Commercial,Cadre Commercial,7,16,14,3,0,0,3,10,2,Infra & Cloud,Aucun,1,10,4,3,2,4,4,3,3,Non,0.14,moyen_loin,Intermédiaire,0.2,0.6666666666666666,255430,3.75,52.5,0.2,0,0,0,0,0,0,0
35,M,4717,Marié(e),Commercial,Cadre Commercial,9,15,11,9,0,0,2,1,3,Marketing,Occasionnel,6,9,2,3,2,3,3,3,3,Non,0.11,proche,Intermédiaire,0.75,0.75,165095,2.75,30.25,0.16666666666666666,0,0,0,1,0,1,0
40,F,13237,Célibataire,Consulting,Tech Lead,7,22,20,6,0,0,3,6,3,Infra & Cloud,Occasionnel,5,13,2,3,4,3,3,3,3,Non,0.15,moyen_proche,Intermédiaire,0.2857142857142857,0.6190476190476191,529480,2.75,55.0,0.14285714285714285,0,0,0,0,0,1,0
39,F,3755,Marié(e),Consulting,Consultant,1,8,8,3,0,1,3,8,1,Infra & Cloud,Frequent,0,7,3,3,1,3,1,3,3,Non,0.11,moyen_loin,Intermédiaire,0.3333333333333333,0.7777777777777778,146445,2.5,20.0,0.3333333333333333,0,0,0,1,0,2,0
31,M,6582,Célibataire,Commercial,Cadre Commercial,4,10,6,5,0,0,2,2,1,Infra & Cloud,Occasionnel,0,5,2,3,2,4,3,4,3,Oui,0.13,proche,Junior,0.7142857142857143,0.7142857142857143,204042,3.25,19.5,0.2857142857142857,1,2,0,0,0,1,2
42,M,7406,Marié(e),Consulting,Tech Lead,1,10,10,9,0,1,5,24,3,Transformation Digitale,Occasionnel,5,8,4,3,3,1,4,2,4,Oui,0.21,loin,Intermédiaire,0.8181818181818182,0.7272727272727273,311052,2.75,27.5,0.45454545454545453,1,24,1,0,0,1,24
45,M,4805,Marié(e),Commercial,Cadre Commercial,0,9,8,7,0,1,3,2,3,Autre,Occasionnel,3,7,4,3,2,2,2,4,3,Non,0.19,proche,Intermédiaire,0.7777777777777778,0.7777777777777778,216225,3.0,24.0,0.3333333333333333,0,0,0,1,0,1,0
26,F,2741,Divorcé(e),Ressources Humaines,Ressources Humaines,0,8,7,7,1,1,2,17,4,Infra & Cloud,Frequent,1,0,2,3,1,3,2,2,3,Oui,0.11,loin,Junior,0.875,0.0,71266,2.25,15.75,0.25,1,17,0,1,0,2,34
29,M,4262,Divorcé(e),Consulting,Tech Lead,4,8,3,2,0,2,2,19,3,Entrepreunariat,Occasionnel,1,2,4,3,2,4,2,4,3,Non,0.12,loin,Junior,0.5,0.5,123598,3.5,10.5,0.5,0,0,0,1,0,1,0
33,F,16184,Divorcé(e),Consulting,Directeur Technique,4,10,6,1,0,1,2,1,5,Transformation Digitale,Occasionnel,0,5,1,4,4,3,3,3,3,Non,0.19,proche,Junior,0.14285714285714285,0.7142857142857143,534072,2.5,15.0,0.2857142857142857,0,0,-1,0,0,1,0
31,M,11557,Divorcé(e),Commercial,Senior Manager,9,10,5,4,0,1,3,7,3,Infra & Cloud,Occasionnel,0,1,3,2,3,4,3,2,4,Non,0.21,moyen_proche,Junior,0.6666666666666666,0.16666666666666666,358267,3.0,15.0,0.5,0,0,2,0,0,1,0
18,M,1878,Célibataire,Commercial,Représentant Commercial,1,0,0,0,1,0,3,5,3,Marketing,Frequent,0,0,2,3,1,2,4,3,3,Oui,0.14,moyen_proche,Junior,0.0,0.0,33804,2.75,0.0,3.0,1,5,0,1,0,2,10
40,M,10932,Divorcé(e),Commercial,Cadre Commercial,3,20,1,0,0,1,2,28,3,Autre,Aucun,0,1,3,1,3,1,3,3,3,Non,0.15,loin,Intermédiaire,0.0,0.5,437280,2.5,2.5,1.0,0,0,2,0,0,0,0
41,F,6811,Célibataire,Consulting,Manager,2,10,8,7,0,0,3,2,4,Autre,Aucun,0,7,1,2,2,3,1,3,3,Oui,0.17,proche,Intermédiaire,0.7777777777777778,0.7777777777777778,279251,2.0,16.0,0.3333333333333333,1,2,1,0,0,0,0
26,M,4306,Divorcé(e),Commercial,Cadre Commercial,5,8,0,0,0,2,5,29,2,Transformation Digitale,Occasionnel,0,0,1,3,2,3,1,3,3,Non,0.12,loin,Junior,0.0,0.0,111956,2.0,0.0,5.0,0,0,0,1,0,1,0
35,F,4859,Célibataire,Commercial,Cadre Commercial,1,5,5,4,0,0,3,1,3,Transformation Digitale,Occasionnel,0,3,1,3,2,3,4,3,3,Non,0.16,proche,Intermédiaire,0.6666666666666666,0.5,170065,2.75,13.75,0.5,0,0,0,1,0,1,0
34,M,5337,Célibataire,Commercial,Cadre Commercial,1,10,10,7,0,0,3,21,4,Infra & Cloud,Occasionnel,5,7,4,4,2,4,4,3,3,Non,0.12,loin,Junior,0.6363636363636364,0.6363636363636364,181458,3.75,37.5,0.2727272727272727,0,0,-1,0,0,1,0
26,M,2340,Célibataire,Consulting,Consultant,1,1,1,0,1,0,3,24,3,Entrepreunariat,Occasionnel,0,0,3,1,1,4,2,1,3,Oui,0.18,loin,Junior,0.0,0.0,60840,2.5,2.5,1.5,1,24,2,1,2,1,24
37,F,7491,Célibataire,Consulting,Tech Lead,4,12,6,5,0,0,3,1,3,Entrepreunariat,Occasionnel,1,2,2,3,3,4,4,4,3,Non,0.17,proche,Intermédiaire,0.7142857142857143,0.2857142857142857,277167,3.5,21.0,0.42857142857142855,0,0,0,0,0,1,0
46,F,10527,Marié(e),Consulting,Manager,5,28,2,2,0,0,3,18,1,Transformation Digitale,Frequent,1,2,1,3,3,3,4,2,3,Non,0.11,loin,Senior,0.6666666666666666,0.6666666666666666,484242,2.5,5.0,1.0,0,0,0,0,0,2,0
41,F,16595,Marié(e),Commercial,Senior Manager,7,22,18,16,0,1,2,2,5,Infra & Cloud,Occasionnel,11,8,2,3,4,1,2,3,3,Non,0.16,proche,Intermédiaire,0.8421052631578947,0.42105263157894735,680395,2.0,36.0,0.10526315789473684,0,0,0,0,0,1,0
37,M,8834,Divorcé(e),Commercial,Cadre Commercial,1,9,9,5,0,1,6,9,4,Transformation Digitale,Aucun,7,7,1,3,3,2,4,3,3,Non,0.13,moyen_loin,Intermédiaire,0.5,0.7,326858,2.5,22.5,0.6,0,0,0,0,0,0,0
52,M,5577,Divorcé(e),Consulting,Assistant de Direction,3,18,10,9,0,2,3,6,2,Entrepreunariat,Occasionnel,6,9,4,3,2,1,2,3,3,Oui,0.12,moyen_proche,Senior,0.8181818181818182,0.8181818181818182,290004,2.5,25.0,0.2727272727272727,1,6,0,0,0,1,6
32,M,4707,Marié(e),Commercial,Cadre Commercial,8,6,4,2,1,0,2,11,4,Autre,Aucun,1,2,4,4,2,3,4,3,3,Non,0.12,moyen_loin,Junior,0.4,0.4,150624,3.5,14.0,0.4,0,0,-1,1,-1,0,0
24,M,2400,Marié(e),Commercial,Représentant Commercial,0,3,2,2,0,2,3,24,3,Transformation Digitale,Frequent,2,1,4,3,1,4,3,3,3,Non,0.13,loin,Junior,0.6666666666666666,0.3333333333333333,57600,3.5,7.0,1.0,0,0,0,1,0,2,0
38,F,9824,Marié(e),Consulting,Manager,3,18,1,0,0,1,4,10,3,Transformation Digitale,Occasionnel,0,0,3,3,2,3,3,3,3,Non,0.19,moyen_loin,Intermédiaire,0.0,0.0,373312,3.0,3.0,2.0,0,0,0,0,0,1,0
37,F,6447,Marié(e),Consulting,Tech Lead,6,8,6,5,0,1,2,1,4,Infra & Cloud,Occasionnel,4,3,2,3,2,2,2,2,3,Non,0.12,proche,Intermédiaire,0.7142857142857143,0.42857142857142855,238539,2.0,12.0,0.2857142857142857,0,0,0,0,0,1,0
49,M,19502,Divorcé(e),Consulting,Directeur Technique,1,31,31,9,0,1,5,18,4,Infra & Cloud,Occasionnel,0,9,4,2,5,3,3,3,3,Oui,0.17,loin,Senior,0.28125,0.28125,955598,3.25,100.75,0.15625,1,18,1,0,0,1,18
24,M,2725,Marié(e),Consulting,Assistant de Direction,1,6,6,5,0,2,3,23,3,Transformation Digitale,Occasionnel,1,4,2,4,1,4,2,3,3,Oui,0.11,loin,Junior,0.7142857142857143,0.5714285714285714,65400,2.75,16.5,0.42857142857142855,1,23,-1,1,-1,1,23
26,M,6272,Marié(e),Commercial,Cadre Commercial,1,6,5,3,0,2,5,28,2,Marketing,Occasionnel,1,4,1,3,2,2,4,4,4,Non,0.2,loin,Junior,0.5,0.6666666666666666,163072,2.75,13.75,0.8333333333333334,0,0,1,0,0,1,0
24,M,2127,Marié(e),Consulting,Consultant,1,1,1,0,0,1,2,17,2,Autre,Occasionnel,0,0,4,2,1,2,4,3,4,Non,0.21,loin,Junior,0.0,0.0,51048,3.25,3.25,1.0,0,0,2,1,2,1,0
50,M,18200,Marié(e),Ressources Humaines,Senior Manager,1,32,32,5,0,1,2,3,3,Transformation Digitale,Frequent,10,7,1,3,5,2,3,3,3,Non,0.11,moyen_proche,Senior,0.15151515151515152,0.21212121212121213,910000,2.25,72.0,0.06060606060606061,0,0,0,0,0,2,0
25,M,2096,Marié(e),Commercial,Représentant Commercial,1,7,7,4,0,0,1,13,1,Transformation Digitale,Occasionnel,0,6,2,3,1,3,3,3,3,Non,0.11,moyen_loin,Junior,0.5,0.75,52400,2.75,19.25,0.125,0,0,0,1,0,1,0
