age,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,augementation_salaire_precedente,genre_binaire,tranche_age,ratio_stagnation,ratio_sous_responsable,age_revenu,satisfaction_moyenne,interaction_satisfaction_anciennete,taux_de_formation,heures_supplementaires_binaire,interaction_distance_heures_sup,frequence_deplacement_num,surmenage_transports
45,5210,Divorcé(e),Consulting,Consultant,1,24,24,9,0,1,2,7,3,Infra & Cloud,9,11,1,3,3,1,1,3,3,0.18,1,Intermédiaire,0.36,0.44,234450,1.5,36.0,0.08,0,0,2,0
31,2695,Divorcé(e),Consulting,Assistant de Direction,0,3,2,2,0,1,2,2,4,Infra & Cloud,2,2,3,3,1,4,2,1,3,0.18,1,Junior,0.6666666666666666,0.6666666666666666,83545,2.5,5.0,0.6666666666666666,1,2,1,2
33,11878,Marié(e),Consulting,Senior Manager,6,12,10,6,0,2,2,5,4,Infra & Cloud,8,8,4,3,3,2,2,3,3,0.11,0,Junior,0.5454545454545454,0.7272727272727273,391974,2.75,27.5,0.18181818181818182,0,0,2,0
39,17068,Marié(e),Consulting,Senior Manager,1,21,21,9,0,0,3,10,1,Transformation Digitale,11,10,3,3,4,1,4,3,3,0.14,1,Intermédiaire,0.4090909090909091,0.45454545454545453,665652,2.75,57.75,0.13636363636363635,1,10,1,10
43,2455,Célibataire,Consulting,Consultant,0,9,8,7,0,0,5,10,4,Infra & Cloud,1,7,3,3,1,4,1,3,3,0.19,0,Intermédiaire,0.7777777777777778,0.7777777777777778,105565,2.75,22.0,0.5555555555555556,0,0,2,0
49,13964,Célibataire,Consulting,Manager,7,25,7,1,0,0,2,1,2,Entrepreunariat,0,7,3,2,4,3,4,3,3,0.12,0,Senior,0.125,0.875,684236,3.25,22.75,0.25,1,1,1,1
52,4941,Marié(e),Consulting,Assistant de Direction,2,11,8,2,1,0,3,8,4,Transformation Digitale,7,7,3,2,2,2,1,2,3,0.15,1,Senior,0.2222222222222222,0.7777777777777778,256932,2.0,16.0,0.3333333333333333,0,0,1,0
27,2478,Célibataire,Consulting,Assistant de Direction,1,4,4,3,0,0,2,5,3,Infra & Cloud,1,2,3,3,1,2,2,2,3,0.12,0,Junior,0.6,0.4,66906,2.25,9.0,0.4,1,5,1,5
32,5228,Marié(e),Commercial,Cadre Commercial,1,13,13,12,0,0,2,8,2,Entrepreunariat,11,9,3,2,2,2,4,3,3,0.11,0,Junior,0.8571428571428571,0.6428571428571429,167296,3.0,39.0,0.14285714285714285,1,8,1,8
27,4478,Célibataire,Commercial,Cadre Commercial,1,5,5,4,0,0,3,2,3,Infra & Cloud,0,4,4,3,2,3,1,3,3,0.11,1,Junior,0.6666666666666666,0.6666666666666666,120906,2.75,13.75,0.5,1,2,1,2
31,7547,Divorcé(e),Commercial,Cadre Commercial,4,13,7,7,0,3,3,7,3,Marketing,1,7,4,3,2,4,4,3,3,0.12,1,Junior,0.875,0.875,233957,3.75,26.25,0.375,0,0,1,0
32,5055,Célibataire,Consulting,Assistant de Direction,7,10,7,7,0,0,0,2,4,Transformation Digitale,0,7,1,4,2,4,3,2,3,0.16,0,Junior,0.875,0.875,161760,2.5,17.5,0.0,0,0,1,0
28,3464,Marié(e),Consulting,Assistant de Direction,5,5,3,2,1,0,4,2,4,Transformation Digitale,2,2,1,1,1,4,4,2,3,0.13,1,Junior,0.5,0.5,96992,2.75,8.25,1.0,1,2,1,2
30,5775,Marié(e),Consulting,Assistant de Direction,1,11,10,8,0,2,2,28,2,Transformation Digitale,1,9,4,3,2,4,4,3,3,0.13,0,Junior,0.7272727272727273,0.8181818181818182,173250,3.75,37.5,0.18181818181818182,0,0,1,0
31,8943,Marié(e),Consulting,Tech Lead,1,10,10,9,0,1,2,7,2,Infra & Cloud,8,9,3,2,3,3,1,3,4,0.24,0,Junior,0.8181818181818182,0.8181818181818182,277233,2.5,25.0,0.18181818181818182,0,0,2,0
39,19272,Marié(e),Consulting,Senior Manager,1,21,21,9,0,1,2,7,2,Transformation Digitale,13,3,3,2,5,4,1,3,3,0.15,1,Intermédiaire,0.4090909090909091,0.13636363636363635,751608,2.75,57.75,0.09090909090909091,0,0,2,0
39,5238,Marié(e),Commercial,Cadre Commercial,4,12,1,0,1,0,3,3,2,Transformation Digitale,0,0,4,3,2,3,1,2,3,0.18,0,Intermédiaire,0.0,0.0,204282,2.5,2.5,1.5,1,3,1,3
33,4682,Célibataire,Commercial,Cadre Commercial,3,9,7,7,0,0,6,10,3,Marketing,0,1,2,2,2,4,3,2,3,0.14,1,Junior,0.875,0.125,154506,2.75,19.25,0.75,0,0,2,0
47,18300,Marié(e),Consulting,Directeur Technique,4,21,3,2,0,1,2,5,5,Infra & Cloud,1,1,4,3,5,3,2,3,3,0.11,1,Senior,0.5,0.25,860100,3.0,9.0,0.5,0,0,1,0
43,5257,Divorcé(e),Consulting,Consultant,1,9,9,7,0,1,3,10,4,Infra & Cloud,0,0,3,2,2,3,2,4,3,0.11,0,Intermédiaire,0.7,0.0,226051,3.0,27.0,0.3,0,0,2,0
27,6349,Marié(e),Commercial,Cadre Commercial,0,6,5,4,0,1,0,1,1,Marketing,1,4,3,3,2,2,4,3,3,0.13,1,Junior,0.6666666666666666,0.6666666666666666,171423,3.0,15.0,0.0,1,1,0,0
54,4869,Célibataire,Consulting,Assistant de Direction,3,20,4,3,0,0,4,20,4,Infra & Cloud,0,3,4,3,2,3,4,2,3,0.12,0,Senior,0.6,0.6,262926,3.25,13.0,0.8,0,0,2,0
43,9985,Marié(e),Consulting,Manager,8,10,1,0,0,1,1,7,3,Infra & Cloud,0,0,3,3,3,1,1,2,3,0.16,0,Intermédiaire,0.0,0.0,429355,1.75,1.75,0.5,0,0,1,0
45,3697,Marié(e),Consulting,Assistant de Direction,9,12,10,9,0,2,3,8,4,Autre,9,8,4,3,2,4,1,3,3,0.14,1,Intermédiaire,0.8181818181818182,0.7272727272727273,166365,3.0,30.0,0.2727272727272727,0,0,1,0
40,7457,Marié(e),Commercial,Cadre Commercial,2,6,4,3,0,3,2,1,2,Transformation Digitale,0,2,2,1,2,4,3,2,4,0.22,1,Intermédiaire,0.6,0.4,298280,2.75,11.0,0.4,1,1,1,1
29,2119,Marié(e),Consulting,Consultant,1,7,7,7,1,0,4,8,4,Autre,0,7,2,1,1,1,4,2,3,0.11,1,Junior,0.875,0.875,61451,2.25,15.75,0.5,1,8,1,8
29,3983,Célibataire,Consulting,Consultant,0,4,3,2,0,0,2,9,5,Autre,2,2,2,2,1,4,3,3,3,0.17,1,Junior,0.5,0.5,115507,3.0,9.0,0.5,0,0,1,0
30,6118,Divorcé(e),Commercial,Cadre Commercial,1,10,10,9,0,3,2,5,3,Marketing,1,2,4,2,2,3,3,3,3,0.13,0,Junior,0.8181818181818182,0.18181818181818182,183540,3.25,32.5,0.18181818181818182,0,0,1,0
27,6214,Marié(e),Commercial,Cadre Commercial,1,8,8,7,0,1,3,8,4,Marketing,0,7,2,3,2,2,1,3,3,0.18,0,Junior,0.7777777777777778,0.7777777777777778,167778,2.0,16.0,0.3333333333333333,0,0,1,0
37,6347,Divorcé(e),Consulting,Tech Lead,7,8,6,2,0,2,2,5,2,Transformation Digitale,0,4,4,3,2,4,3,2,3,0.16,1,Intermédiaire,0.2857142857142857,0.5714285714285714,234839,3.25,19.5,0.2857142857142857,0,0,1,0
38,11510,Divorcé(e),Consulting,Directeur Technique,0,12,11,10,0,1,3,15,2,Infra & Cloud,2,9,3,2,3,4,2,3,3,0.14,1,Intermédiaire,0.8333333333333334,0.75,437380,3.0,33.0,0.25,1,15,1,15
31,7143,Célibataire,Consulting,Tech Lead,1,11,11,9,0,0,2,7,4,Transformation Digitale,4,10,3,3,3,4,3,2,3,0.14,0,Junior,0.75,0.8333333333333334,221433,3.0,33.0,0.16666666666666666,1,7,1,7
29,8268,Divorcé(e),Commercial,Cadre Commercial,1,7,7,7,0,2,2,10,1,Marketing,1,7,4,2,2,2,1,3,3,0.14,0,Junior,0.875,0.875,239772,2.5,17.5,0.25,1,10,1,10
35,8095,Célibataire,Consulting,Tech Lead,0,17,16,6,0,0,5,5,4,Entrepreunariat,0,13,3,3,3,2,4,3,3,0.13,1,Intermédiaire,0.35294117647058826,0.7647058823529411,283325,3.0,48.0,0.29411764705882354,0,0,1,0
23,2904,Divorcé(e),Consulting,Assistant de Direction,1,4,4,2,0,2,2,26,1,Infra & Cloud,0,2,3,3,1,4,3,2,3,0.12,1,Junior,0.4,0.4,66792,3.0,12.0,0.4,0,0,1,0
41,6032,Célibataire,Consulting,Tech Lead,6,8,5,4,0,0,3,6,3,Transformation Digitale,1,2,4,2,2,2,4,3,3,0.15,1,Intermédiaire,0.6666666666666666,0.3333333333333333,247312,3.25,16.25,0.5,1,6,1,6
47,2976,Célibataire,Commercial,Représentant Commercial,3,5,0,0,0,0,3,4,1,Transformation Digitale,0,0,2,3,2,3,1,3,3,0.19,1,Senior,0.0,0.0,139872,2.25,0.0,3.0,0,0,2,0
42,15992,Célibataire,Consulting,Directeur Technique,2,16,1,0,0,0,2,23,5,Infra & Cloud,0,0,1,3,4,4,2,3,3,0.14,0,Intermédiaire,0.0,0.0,671664,2.5,2.5,1.0,0,0,1,0
29,4649,Marié(e),Commercial,Cadre Commercial,1,4,4,3,0,1,3,2,3,Infra & Cloud,0,2,4,3,2,3,1,2,3,0.14,1,Junior,0.6,0.4,134821,2.5,10.0,0.6,0,0,0,0
42,2696,Divorcé(e),Ressources Humaines,Ressources Humaines,0,4,3,2,0,1,5,2,1,Entrepreunariat,1,0,3,3,1,3,3,3,3,0.11,1,Intermédiaire,0.5,0.0,113232,3.0,9.0,1.25,1,2,1,2
32,2370,Marié(e),Consulting,Consultant,1,8,8,0,0,1,4,2,3,Transformation Digitale,0,7,3,3,1,2,3,3,3,0.13,0,Junior,0.0,0.7777777777777778,75840,2.75,22.0,0.4444444444444444,0,0,1,0
48,12504,Marié(e),Commercial,Senior Manager,3,15,0,0,0,1,3,29,1,Transformation Digitale,0,0,1,3,3,3,2,1,4,0.21,0,Senior,0.0,0.0,600192,1.75,0.0,3.0,0,0,1,0
37,5974,Divorcé(e),Consulting,Assistant de Direction,4,13,7,7,0,2,2,6,3,Transformation Digitale,6,7,3,4,2,1,1,3,3,0.13,1,Intermédiaire,0.875,0.875,221038,2.0,14.0,0.25,1,6,1,6
30,4736,Marié(e),Commercial,Cadre Commercial,7,4,2,2,0,1,2,25,2,Entrepreunariat,2,2,4,3,2,3,2,4,3,0.12,0,Junior,0.6666666666666666,0.6666666666666666,142080,3.25,6.5,0.6666666666666666,1,25,0,0
26,5296,Marié(e),Commercial,Cadre Commercial,1,8,8,7,0,1,3,1,3,Infra & Cloud,7,7,3,3,2,3,2,3,3,0.17,1,Junior,0.7777777777777778,0.7777777777777778,137696,2.75,22.0,0.3333333333333333,0,0,1,0
42,6781,Célibataire,Consulting,Manager,3,14,1,0,0,0,6,2,4,Autre,0,0,1,2,2,4,2,3,4,0.23,1,Intermédiaire,0.0,0.0,284802,2.5,2.5,3.0,0,0,1,0
21,2174,Célibataire,Commercial,Représentant Commercial,1,3,3,2,1,0,3,1,1,Entrepreunariat,1,2,1,2,1,2,3,3,3,0.11,0,Junior,0.5,0.5,45654,2.25,6.75,0.75,1,1,2,2
36,6653,Célibataire,Commercial,Cadre Commercial,4,7,1,0,0,0,6,1,5,Transformation Digitale,0,0,4,3,2,4,2,3,3,0.15,0,Intermédiaire,0.0,0.0,239508,3.25,3.25,3.0,0,0,0,0
36,9699,Marié(e),Commercial,Cadre Commercial,4,16,13,9,0,1,2,3,4,Transformation Digitale,1,12,1,2,3,4,1,3,3,0.11,1,Intermédiaire,0.6428571428571429,0.8571428571428571,349164,2.25,29.25,0.14285714285714285,0,0,2,0
57,6755,Marié(e),Consulting,Manager,2,15,3,2,0,0,2,1,4,Transformation Digitale,1,2,4,3,2,3,3,3,3,0.11,1,Senior,0.5,0.5,385035,3.25,9.75,0.5,0,0,1,0
40,2213,Marié(e),Consulting,Consultant,3,10,7,7,0,1,3,10,4,Infra & Cloud,1,7,4,4,1,3,3,3,3,0.13,0,Intermédiaire,0.875,0.875,88520,3.25,22.75,0.375,1,10,1,10
21,2610,Célibataire,Commercial,Représentant Commercial,1,3,3,2,0,0,3,9,2,Transformation Digitale,2,2,1,3,1,4,3,2,4,0.24,1,Junior,0.5,0.5,54810,2.5,7.5,0.75,0,0,0,0
33,2851,Célibataire,Commercial,Représentant Commercial,1,1,1,0,1,0,2,5,3,Marketing,0,0,4,3,1,3,2,3,3,0.13,0,Junior,0.0,0.0,94083,3.0,3.0,1.0,1,5,1,5
37,3452,Marié(e),Consulting,Consultant,6,17,5,4,0,1,3,10,3,Transformation Digitale,0,3,3,3,1,1,2,3,4,0.2,0,Intermédiaire,0.6666666666666666,0.5,127724,2.25,11.25,0.5,0,0,1,0
46,5258,Marié(e),Consulting,Tech Lead,2,7,1,0,0,0,2,7,4,Transformation Digitale,0,0,3,3,2,3,3,4,3,0.14,0,Senior,0.0,0.0,241868,3.25,3.25,1.0,0,0,0,0
41,9355,Célibataire,Commercial,Cadre Commercial,1,8,8,7,1,0,5,4,3,Marketing,7,7,1,3,2,2,3,3,3,0.18,1,Intermédiaire,0.7777777777777778,0.7777777777777778,383555,2.25,18.0,0.5555555555555556,0,0,2,0
50,10496,Célibataire,Consulting,Manager,6,20,4,3,0,0,2,10,3,Entrepreunariat,1,3,4,2,3,4,4,3,3,0.15,1,Senior,0.6,0.6,524800,3.75,15.0,0.4,0,0,1,0
40,6380,Marié(e),Commercial,Cadre Commercial,2,8,6,4,1,2,6,22,2,Marketing,1,0,3,2,2,3,1,3,3,0.12,1,Intermédiaire,0.5714285714285714,0.0,255200,2.5,15.0,0.8571428571428571,1,22,1,22
31,2657,Célibataire,Consulting,Assistant de Direction,0,3,2,2,0,0,5,9,4,Infra & Cloud,2,2,3,2,1,2,4,3,3,0.16,1,Junior,0.6666666666666666,0.6666666666666666,82367,3.0,6.0,1.6666666666666667,1,9,1,9
21,2716,Célibataire,Commercial,Représentant Commercial,1,1,1,0,1,0,0,12,3,Infra & Cloud,0,0,3,4,1,2,4,3,3,0.15,0,Junior,0.0,0.0,57036,3.0,3.0,0.0,0,0,1,0
29,2201,Célibataire,Consulting,Assistant de Direction,9,6,3,2,0,0,4,23,3,Infra & Cloud,1,2,4,3,1,4,4,3,3,0.16,1,Junior,0.5,0.5,63829,3.75,11.25,1.0,0,0,1,0
35,6540,Célibataire,Consulting,Manager,9,10,1,1,0,0,5,9,4,Infra & Cloud,0,0,3,2,2,2,3,3,3,0.19,1,Intermédiaire,0.5,0.0,228900,2.75,2.75,2.5,0,0,1,0
27,3816,Divorcé(e),Consulting,Consultant,1,5,5,2,0,1,2,1,2,Transformation Digitale,0,4,4,3,1,2,2,3,3,0.11,1,Junior,0.3333333333333333,0.6666666666666666,103032,2.75,13.75,0.3333333333333333,0,0,1,0
28,5253,Célibataire,Commercial,Cadre Commercial,1,7,7,5,0,0,1,9,4,Infra & Cloud,0,7,2,3,2,4,4,3,3,0.16,1,Junior,0.625,0.875,147084,3.25,22.75,0.125,0,0,1,0
49,10965,Célibataire,Consulting,Manager,8,26,5,2,0,0,2,7,3,Autre,0,0,2,2,3,3,3,3,4,0.24,1,Senior,0.3333333333333333,0.0,537285,2.75,13.75,0.3333333333333333,0,0,1,0
51,4936,Marié(e),Commercial,Cadre Commercial,4,18,7,7,0,1,2,14,2,Infra & Cloud,0,7,3,3,2,4,3,2,3,0.11,0,Senior,0.875,0.875,251736,3.0,21.0,0.25,0,0,1,0
36,2543,Marié(e),Consulting,Assistant de Direction,4,6,2,2,0,1,3,2,3,Infra & Cloud,2,2,4,3,1,3,2,3,3,0.13,0,Intermédiaire,0.6666666666666666,0.6666666666666666,91548,3.0,6.0,1.0,0,0,1,0
34,5304,Célibataire,Commercial,Cadre Commercial,8,9,5,2,1,0,3,19,3,Marketing,0,4,1,4,2,4,2,2,3,0.13,1,Junior,0.3333333333333333,0.6666666666666666,180336,2.25,11.25,0.5,1,19,0,0
55,16659,Célibataire,Consulting,Senior Manager,2,30,5,4,0,0,2,2,3,Infra & Cloud,1,2,3,3,4,4,3,3,3,0.13,0,Senior,0.6666666666666666,0.3333333333333333,916245,3.25,16.25,0.3333333333333333,1,2,1,2
24,4260,Divorcé(e),Commercial,Cadre Commercial,1,5,5,2,0,1,2,10,4,Marketing,0,3,4,3,2,3,4,4,3,0.12,0,Junior,0.3333333333333333,0.5,102240,3.75,18.75,0.3333333333333333,1,10,1,10
30,2476,Marié(e),Commercial,Représentant Commercial,1,1,1,0,0,1,3,2,1,Entrepreunariat,0,0,3,3,1,2,1,3,3,0.18,1,Junior,0.0,0.0,74280,2.25,2.25,1.5,0,0,1,0
26,3102,Célibataire,Consulting,Assistant de Direction,0,7,6,4,1,0,2,3,1,Entrepreunariat,0,4,3,3,1,1,3,3,4,0.22,1,Junior,0.5714285714285714,0.5714285714285714,80652,2.5,15.0,0.2857142857142857,0,0,2,0
22,2244,Marié(e),Consulting,Assistant de Direction,1,2,2,1,0,1,1,11,3,Transformation Digitale,1,2,1,3,1,2,4,3,3,0.13,0,Junior,0.3333333333333333,0.6666666666666666,49368,2.5,5.0,0.3333333333333333,0,0,1,0
36,7596,Marié(e),Commercial,Cadre Commercial,1,10,10,9,0,2,2,2,2,Transformation Digitale,9,0,2,2,3,3,2,3,3,0.13,1,Intermédiaire,0.8181818181818182,0.0,273456,2.5,25.0,0.18181818181818182,0,0,1,0
30,2285,Célibataire,Consulting,Assistant de Direction,9,3,1,0,1,0,4,4,3,Entrepreunariat,0,0,3,3,1,4,3,3,4,0.23,1,Junior,0.0,0.0,68550,3.25,3.25,2.0,1,4,2,8
37,3034,Divorcé(e),Consulting,Consultant,1,18,18,7,0,1,2,14,3,Infra & Cloud,12,17,4,3,1,1,3,2,3,0.12,0,Intermédiaire,0.3684210526315789,0.8947368421052632,112258,2.5,45.0,0.10526315789473684,0,0,1,0
40,5715,Divorcé(e),Commercial,Cadre Commercial,7,8,5,4,0,2,5,2,2,Marketing,1,3,4,3,2,2,3,3,3,0.12,0,Intermédiaire,0.6666666666666666,0.5,228600,3.0,15.0,0.8333333333333334,0,0,1,0
42,2576,Divorcé(e),Consulting,Consultant,3,8,5,2,0,1,5,1,4,Infra & Cloud,1,2,2,3,1,1,2,3,3,0.16,0,Intermédiaire,0.3333333333333333,0.3333333333333333,108192,2.0,10.0,0.8333333333333334,0,0,1,0
37,4197,Célibataire,Consulting,Tech Lead,2,18,1,0,0,0,2,10,4,Infra & Cloud,0,1,3,3,2,2,4,2,3,0.12,1,Intermédiaire,0.0,0.5,155289,2.75,2.75,1.0,1,10,1,10
43,14336,Divorcé(e),Consulting,Directeur Technique,1,25,25,10,0,1,3,12,3,Infra & Cloud,3,9,1,2,4,2,3,3,3,0.11,1,Intermédiaire,0.38461538461538464,0.34615384615384615,616448,2.25,56.25,0.11538461538461539,0,0,1,0
40,3448,Marié(e),Consulting,Consultant,6,20,1,0,0,1,3,2,3,Transformation Digitale,0,0,2,2,2,3,2,3,4,0.22,0,Intermédiaire,0.0,0.0,137920,2.5,2.5,1.5,0,0,1,0
54,19406,Marié(e),Consulting,Directeur Technique,4,24,4,2,0,1,4,5,2,Transformation Digitale,1,2,1,3,5,1,3,2,3,0.11,1,Senior,0.4,0.4,1047924,1.75,7.0,0.8,0,0,1,0
34,6538,Marié(e),Commercial,Cadre Commercial,9,6,3,2,0,1,3,4,4,Marketing,1,2,3,3,2,3,1,3,3,0.15,0,Junior,0.5,0.5,222292,2.5,7.5,0.75,0,0,0,0
31,4306,Marié(e),Consulting,Tech Lead,1,13,13,10,0,1,5,7,2,Transformation Digitale,3,12,2,3,2,1,2,1,3,0.12,0,Junior,0.7142857142857143,0.8571428571428571,133486,1.5,19.5,0.35714285714285715,0,0,1,0
43,2258,Marié(e),Consulting,Consultant,7,8,3,2,0,1,1,21,3,Transformation Digitale,1,2,4,3,1,4,1,3,4,0.2,1,Intermédiaire,0.5,0.5,97094,3.0,9.0,0.25,0,0,2,0
43,4522,Divorcé(e),Consulting,Manager,4,8,5,2,0,0,3,8,4,Autre,0,2,3,3,2,3,4,3,3,0.14,0,Intermédiaire,0.3333333333333333,0.3333333333333333,194446,3.25,16.25,0.5,1,8,1,8
25,4487,Célibataire,Commercial,Cadre Commercial,1,5,5,4,0,0,3,4,2,Infra & Cloud,1,3,2,2,2,4,2,3,3,0.11,0,Junior,0.6666666666666666,0.5,112175,2.75,13.75,0.5,1,4,1,4
37,4449,Marié(e),Consulting,Assistant de Direction,3,15,13,11,0,2,2,25,5,Transformation Digitale,10,7,2,3,2,3,1,3,3,0.15,0,Intermédiaire,0.7857142857142857,0.5,164613,2.25,29.25,0.14285714285714285,1,25,0,0
31,2218,Marié(e),Consulting,Consultant,1,4,4,2,0,1,3,1,2,Infra & Cloud,3,2,4,2,1,1,3,3,3,0.12,1,Junior,0.4,0.4,68758,2.75,11.0,0.6,0,0,1,0
39,19197,Divorcé(e),Consulting,Senior Manager,1,21,21,8,0,1,3,1,1,Infra & Cloud,1,6,2,3,5,3,3,3,3,0.14,1,Intermédiaire,0.36363636363636365,0.2727272727272727,748683,2.75,57.75,0.13636363636363635,1,1,2,2
56,13212,Marié(e),Commercial,Cadre Commercial,9,36,7,7,0,3,0,6,3,Infra & Cloud,7,7,3,4,4,1,4,2,3,0.11,0,Senior,0.875,0.875,739872,2.5,17.5,0.0,0,0,2,0
30,6577,Célibataire,Commercial,Cadre Commercial,0,6,5,4,0,0,6,12,3,Entrepreunariat,4,4,2,3,2,3,2,3,3,0.11,0,Junior,0.6666666666666666,0.6666666666666666,197310,2.5,12.5,1.0,0,0,1,0
41,8392,Marié(e),Commercial,Cadre Commercial,1,10,10,7,0,1,2,1,3,Marketing,0,7,2,4,3,1,3,3,3,0.16,1,Intermédiaire,0.6363636363636364,0.6363636363636364,344072,2.25,22.5,0.18181818181818182,0,0,1,0
28,4558,Divorcé(e),Consulting,Consultant,1,10,10,0,0,1,2,17,2,Transformation Digitale,1,8,3,3,2,1,4,3,3,0.12,1,Junior,0.0,0.7272727272727273,127624,2.75,27.5,0.18181818181818182,0,0,1,0
25,4031,Marié(e),Consulting,Consultant,5,6,2,2,1,1,5,3,3,Transformation Digitale,0,2,1,3,1,1,3,3,3,0.13,1,Junior,0.6666666666666666,0.6666666666666666,100775,2.0,4.0,1.6666666666666667,0,0,1,0
52,7969,Marié(e),Consulting,Tech Lead,2,28,5,4,0,0,4,3,3,Transformation Digitale,0,4,4,2,3,3,3,3,3,0.14,1,Senior,0.6666666666666666,0.6666666666666666,414388,3.25,16.25,0.6666666666666666,1,3,1,3
45,2654,Marié(e),Consulting,Assistant de Direction,3,8,2,2,0,2,3,10,2,Infra & Cloud,0,2,1,3,1,4,4,2,4,0.21,1,Intermédiaire,0.6666666666666666,0.6666666666666666,119430,2.75,5.5,1.0,0,0,1,0
52,16555,Marié(e),Consulting,Senior Manager,2,31,5,2,0,0,2,4,2,Infra & Cloud,1,4,4,3,4,4,4,1,3,0.13,0,Senior,0.3333333333333333,0.6666666666666666,860860,3.25,16.25,0.3333333333333333,0,0,1,0
42,4556,Divorcé(e),Consulting,Assistant de Direction,2,19,5,4,0,1,3,29,2,Infra & Cloud,0,2,1,3,2,3,2,3,3,0.11,0,Intermédiaire,0.6666666666666666,0.3333333333333333,191352,2.25,11.25,0.5,0,0,2,0
30,6091,Célibataire,Consulting,Tech Lead,2,11,5,4,0,0,2,2,3,Infra & Cloud,0,2,3,1,2,4,3,3,4,0.2,0,Junior,0.6666666666666666,0.3333333333333333,182730,3.25,16.25,0.3333333333333333,0,0,1,0
60,19566,Marié(e),Consulting,Senior Manager,5,33,29,8,0,0,5,7,3,Infra & Cloud,11,10,1,3,5,1,4,1,3,0.11,0,Senior,0.26666666666666666,0.3333333333333333,1173960,1.75,50.75,0.16666666666666666,0,0,1,0
46,4810,Divorcé(e),Consulting,Tech Lead,2,19,10,7,0,1,5,18,3,Transformation Digitale,0,8,3,3,2,3,3,2,3,0.14,0,Senior,0.6363636363636364,0.7272727272727273,221260,2.75,27.5,0.45454545454545453,0,0,1,0
42,4523,Marié(e),Consulting,Manager,0,7,6,5,0,3,4,28,4,Entrepreunariat,0,4,4,2,2,4,4,4,3,0.11,0,Intermédiaire,0.7142857142857143,0.5714285714285714,189966,4.0,24.0,0.5714285714285714,0,0,2,0
24,3202,Célibataire,Commercial,Représentant Commercial,1,6,5,3,1,0,4,1,1,Entrepreunariat,1,4,1,3,1,2,2,3,3,0.16,0,Junior,0.5,0.6666666666666666,76848,2.0,10.0,0.6666666666666666,1,1,1,1
34,2351,Divorcé(e),Commercial,Représentant Commercial,0,3,2,2,1,1,3,6,2,Marketing,1,0,4,1,1,3,4,2,3,0.16,0,Junior,0.6666666666666666,0.0,79934,3.25,6.5,1.0,0,0,2,0
38,1702,Marié(e),Consulting,Consultant,1,1,1,0,0,1,3,2,2,Infra & Cloud,0,0,4,3,1,4,3,3,4,0.23,1,Intermédiaire,0.0,0.0,64676,3.5,3.5,1.5,1,2,2,4
40,18041,Marié(e),Commercial,Senior Manager,0,21,20,15,0,0,2,2,4,Infra & Cloud,1,12,3,3,5,3,4,3,3,0.14,0,Intermédiaire,0.7142857142857143,0.5714285714285714,721640,3.25,65.0,0.09523809523809523,0,0,1,0
26,2886,Divorcé(e),Consulting,Assistant de Direction,1,3,3,2,0,2,3,23,3,Infra & Cloud,0,2,1,3,1,4,2,1,4,0.22,0,Junior,0.5,0.5,75036,2.0,6.0,0.75,0,0,1,0
30,2097,Marié(e),Consulting,Consultant,4,9,5,3,0,1,3,3,3,Infra & Cloud,1,4,3,3,1,4,3,1,3,0.15,1,Junior,0.5,0.6666666666666666,62910,2.75,13.75,0.5,0,0,0,0
29,11935,Marié(e),Consulting,Directeur Technique,1,10,10,2,0,0,2,3,4,Transformation Digitale,0,7,2,2,3,3,3,3,3,0.18,1,Junior,0.18181818181818182,0.6363636363636364,346115,2.75,27.5,0.18181818181818182,0,0,1,0
29,2546,Marié(e),Consulting,Assistant de Direction,5,6,2,2,1,0,2,25,5,Entrepreunariat,1,1,3,2,1,2,2,4,3,0.16,0,Junior,0.6666666666666666,0.3333333333333333,73834,2.75,5.5,0.6666666666666666,0,0,1,0
19,2564,Célibataire,Ressources Humaines,Ressources Humaines,1,1,1,0,1,0,3,2,2,Entrepreunariat,0,0,1,2,1,4,3,4,3,0.12,1,Junior,0.0,0.0,48716,3.0,3.0,1.5,0,0,1,0
30,8412,Marié(e),Commercial,Cadre Commercial,0,10,9,8,0,0,3,22,4,Autre,7,8,3,3,3,1,3,3,3,0.11,0,Junior,0.8,0.8,252360,2.5,22.5,0.3,0,0,0,0
57,14118,Divorcé(e),Commercial,Senior Manager,3,32,1,0,0,1,3,29,3,Marketing,0,0,1,2,4,4,3,2,3,0.12,1,Senior,0.0,0.0,804726,2.5,2.5,1.5,0,0,1,0
50,17046,Marié(e),Consulting,Senior Manager,0,28,27,10,0,1,2,29,4,Infra & Cloud,15,7,2,2,4,3,2,3,3,0.15,1,Senior,0.35714285714285715,0.25,852300,2.5,67.5,0.07142857142857142,0,0,1,0
